Frame_Index,Time_Stamp_Seconds,Track_ID,Class,Class_Name,Confidence
8,0.6110135186741007,1,0,person,0.8310940861701965
8,0.6110135186741007,2,0,person,0.6027581691741943
8,0.6110135186741007,3,0,person,0.5960583686828613
8,0.6110135186741007,4,0,person,0.595574140548706
8,0.6110135186741007,5,0,person,0.52204430103302
8,0.6110135186741007,6,0,person,0.507436215877533
8,0.6110135186741007,7,0,person,0.448710173368454
8,0.6110135186741007,8,0,person,0.44320619106292725
8,0.6110135186741007,9,0,person,0.3379851281642914
8,0.6110135186741007,10,0,person,0.2751953601837158
9,0.6873902085083633,1,0,person,0.8310940861701965
9,0.6873902085083633,2,0,person,0.6027581691741943
9,0.6873902085083633,3,0,person,0.5960583686828613
9,0.6873902085083633,4,0,person,0.595574140548706
9,0.6873902085083633,5,0,person,0.52204430103302
9,0.6873902085083633,6,0,person,0.507436215877533
9,0.6873902085083633,7,0,person,0.448710173368454
9,0.6873902085083633,8,0,person,0.44320619106292725
9,0.6873902085083633,9,0,person,0.3379851281642914
9,0.6873902085083633,10,0,person,0.2751953601837158
10,0.7637668983426258,1,0,person,0.8310940861701965
10,0.7637668983426258,2,0,person,0.6027581691741943
10,0.7637668983426258,3,0,person,0.5960583686828613
10,0.7637668983426258,4,0,person,0.595574140548706
10,0.7637668983426258,5,0,person,0.52204430103302
10,0.7637668983426258,6,0,person,0.507436215877533
10,0.7637668983426258,7,0,person,0.448710173368454
10,0.7637668983426258,8,0,person,0.44320619106292725
10,0.7637668983426258,9,0,person,0.3379851281642914
10,0.7637668983426258,10,0,person,0.2751953601837158
11,0.8401435881768884,1,0,person,0.8311602473258972
11,0.8401435881768884,2,0,person,0.6033757925033569
11,0.8401435881768884,3,0,person,0.5961546897888184
11,0.8401435881768884,4,0,person,0.5959293842315674
11,0.8401435881768884,5,0,person,0.5223270058631897
11,0.8401435881768884,6,0,person,0.5084959268569946
11,0.8401435881768884,7,0,person,0.4490564167499542
11,0.8401435881768884,8,0,person,0.4438796043395996
11,0.8401435881768884,9,0,person,0.33841708302497864
11,0.8401435881768884,10,0,person,0.27562880516052246
12,0.916520278011151,1,0,person,0.8311602473258972
12,0.916520278011151,2,0,person,0.6033757925033569
12,0.916520278011151,3,0,person,0.5961546897888184
12,0.916520278011151,4,0,person,0.5959293842315674
12,0.916520278011151,5,0,person,0.5223270058631897
12,0.916520278011151,6,0,person,0.5084959268569946
12,0.916520278011151,7,0,person,0.4490564167499542
12,0.916520278011151,8,0,person,0.4438796043395996
12,0.916520278011151,9,0,person,0.33841708302497864
12,0.916520278011151,10,0,person,0.27562880516052246
13,0.9928969678454136,1,0,person,0.8311602473258972
13,0.9928969678454136,2,0,person,0.6033757925033569
13,0.9928969678454136,3,0,person,0.5961546897888184
13,0.9928969678454136,4,0,person,0.5959293842315674
13,0.9928969678454136,5,0,person,0.5223270058631897
13,0.9928969678454136,6,0,person,0.5084959268569946
13,0.9928969678454136,7,0,person,0.4490564167499542
13,0.9928969678454136,8,0,person,0.4438796043395996
13,0.9928969678454136,9,0,person,0.33841708302497864
13,0.9928969678454136,10,0,person,0.27562880516052246
14,1.0692736576796762,1,0,person,0.8310949802398682
14,1.0692736576796762,2,0,person,0.6027550101280212
14,1.0692736576796762,3,0,person,0.5965022444725037
14,1.0692736576796762,4,0,person,0.5955740213394165
14,1.0692736576796762,5,0,person,0.5219929218292236
14,1.0692736576796762,6,0,person,0.5074357390403748
14,1.0692736576796762,7,0,person,0.4486274719238281
14,1.0692736576796762,8,0,person,0.44318896532058716
14,1.0692736576796762,9,0,person,0.3379378914833069
14,1.0692736576796762,10,0,person,0.27513712644577026
15,1.1456503475139388,1,0,person,0.8310949802398682
15,1.1456503475139388,2,0,person,0.6027550101280212
15,1.1456503475139388,3,0,person,0.5965022444725037
15,1.1456503475139388,4,0,person,0.5955740213394165
15,1.1456503475139388,5,0,person,0.5219929218292236
15,1.1456503475139388,6,0,person,0.5074357390403748
15,1.1456503475139388,7,0,person,0.4486274719238281
15,1.1456503475139388,8,0,person,0.44318896532058716
15,1.1456503475139388,9,0,person,0.3379378914833069
15,1.1456503475139388,10,0,person,0.27513712644577026
16,1.2220270373482014,1,0,person,0.8310989141464233
16,1.2220270373482014,2,0,person,0.6027572154998779
16,1.2220270373482014,3,0,person,0.5965052247047424
16,1.2220270373482014,4,0,person,0.5955753922462463
16,1.2220270373482014,5,0,person,0.5220013856887817
16,1.2220270373482014,6,0,person,0.507450520992279
16,1.2220270373482014,7,0,person,0.44863006472587585
16,1.2220270373482014,8,0,person,0.44315657019615173
16,1.2220270373482014,9,0,person,0.33794334530830383
16,1.2220270373482014,10,0,person,0.27513477206230164
17,1.298403727182464,1,0,person,0.8311349749565125
17,1.298403727182464,2,0,person,0.6040337681770325
17,1.298403727182464,3,0,person,0.5979183316230774
17,1.298403727182464,4,0,person,0.5952870845794678
17,1.298403727182464,5,0,person,0.5207249522209167
17,1.298403727182464,6,0,person,0.507777988910675
17,1.298403727182464,7,0,person,0.44890832901000977
17,1.298403727182464,8,0,person,0.4438853859901428
17,1.298403727182464,9,0,person,0.33822834491729736
17,1.298403727182464,10,0,person,0.2759213447570801
18,1.3747804170167266,1,0,person,0.8311209678649902
18,1.3747804170167266,2,0,person,0.6040583252906799
18,1.3747804170167266,3,0,person,0.5979316830635071
18,1.3747804170167266,4,0,person,0.5953041911125183
18,1.3747804170167266,5,0,person,0.5207663774490356
18,1.3747804170167266,6,0,person,0.5078189373016357
18,1.3747804170167266,7,0,person,0.4489116370677948
18,1.3747804170167266,8,0,person,0.44396308064460754
18,1.3747804170167266,9,0,person,0.3382575809955597
18,1.3747804170167266,10,0,person,0.2759235203266144
19,1.451157106850989,1,0,person,0.8311210870742798
19,1.451157106850989,2,0,person,0.6040568351745605
19,1.451157106850989,3,0,person,0.5979304909706116
19,1.451157106850989,4,0,person,0.5953041911125183
19,1.451157106850989,5,0,person,0.5207650661468506
19,1.451157106850989,6,0,person,0.5078172087669373
19,1.451157106850989,7,0,person,0.4489095211029053
19,1.451157106850989,8,0,person,0.44396328926086426
19,1.451157106850989,9,0,person,0.33825600147247314
19,1.451157106850989,10,0,person,0.2759205102920532
20,1.5275337966852516,1,0,person,0.8312273025512695
20,1.5275337966852516,2,0,person,0.603718638420105
20,1.5275337966852516,3,0,person,0.5968867540359497
20,1.5275337966852516,4,0,person,0.595443844795227
20,1.5275337966852516,5,0,person,0.5203664898872375
20,1.5275337966852516,6,0,person,0.508863091468811
20,1.5275337966852516,7,0,person,0.44862091541290283
20,1.5275337966852516,8,0,person,0.4433745741844177
20,1.5275337966852516,9,0,person,0.3376830816268921
20,1.5275337966852516,10,0,person,0.27562886476516724
21,1.6039104865195142,1,0,person,0.8312272429466248
21,1.6039104865195142,2,0,person,0.6037189960479736
21,1.6039104865195142,3,0,person,0.596885621547699
21,1.6039104865195142,4,0,person,0.5954437255859375
21,1.6039104865195142,5,0,person,0.5203662514686584
21,1.6039104865195142,6,0,person,0.5088625550270081
21,1.6039104865195142,7,0,person,0.4486202895641327
21,1.6039104865195142,8,0,person,0.4433745741844177
21,1.6039104865195142,9,0,person,0.3376820981502533
21,1.6039104865195142,10,0,person,0.2756279408931732
22,1.6802871763537768,1,0,person,0.8312272429466248
22,1.6802871763537768,2,0,person,0.6037189960479736
22,1.6802871763537768,3,0,person,0.596885621547699
22,1.6802871763537768,4,0,person,0.5954437255859375
22,1.6802871763537768,5,0,person,0.5203662514686584
22,1.6802871763537768,6,0,person,0.5088625550270081
22,1.6802871763537768,7,0,person,0.4486202895641327
22,1.6802871763537768,8,0,person,0.4433745741844177
22,1.6802871763537768,9,0,person,0.3376820981502533
22,1.6802871763537768,10,0,person,0.2756279408931732
23,1.7566638661880394,1,0,person,0.831006646156311
23,1.7566638661880394,2,0,person,0.6040352582931519
23,1.7566638661880394,3,0,person,0.598420262336731
23,1.7566638661880394,4,0,person,0.595396101474762
23,1.7566638661880394,5,0,person,0.5207034945487976
23,1.7566638661880394,6,0,person,0.5082463622093201
23,1.7566638661880394,7,0,person,0.4489751160144806
23,1.7566638661880394,8,0,person,0.4441301226615906
23,1.7566638661880394,9,0,person,0.3381437361240387
23,1.7566638661880394,10,0,person,0.27596232295036316
24,1.833040556022302,1,0,person,0.831006646156311
24,1.833040556022302,2,0,person,0.6040352582931519
24,1.833040556022302,3,0,person,0.598420262336731
24,1.833040556022302,4,0,person,0.595396101474762
24,1.833040556022302,5,0,person,0.5207034945487976
24,1.833040556022302,6,0,person,0.5082463622093201
24,1.833040556022302,7,0,person,0.4489751160144806
24,1.833040556022302,8,0,person,0.4441301226615906
24,1.833040556022302,9,0,person,0.3381437361240387
24,1.833040556022302,10,0,person,0.27596232295036316
25,1.9094172458565646,1,0,person,0.831006646156311
25,1.9094172458565646,2,0,person,0.6040352582931519
25,1.9094172458565646,3,0,person,0.598420262336731
25,1.9094172458565646,4,0,person,0.595396101474762
25,1.9094172458565646,5,0,person,0.5207034945487976
25,1.9094172458565646,6,0,person,0.5082463622093201
25,1.9094172458565646,7,0,person,0.4489751160144806
25,1.9094172458565646,8,0,person,0.4441301226615906
25,1.9094172458565646,9,0,person,0.3381437361240387
25,1.9094172458565646,10,0,person,0.27596232295036316
26,1.9857939356908272,1,0,person,0.8311731219291687
26,1.9857939356908272,2,0,person,0.6036808490753174
26,1.9857939356908272,3,0,person,0.5968971848487854
26,1.9857939356908272,4,0,person,0.5954303741455078
26,1.9857939356908272,5,0,person,0.5204902291297913
26,1.9857939356908272,6,0,person,0.5088232159614563
26,1.9857939356908272,7,0,person,0.44869154691696167
26,1.9857939356908272,8,0,person,0.44348180294036865
26,1.9857939356908272,9,0,person,0.33782726526260376
26,1.9857939356908272,10,0,person,0.2756704092025757
27,2.0621706255250896,1,0,person,0.8311731219291687
27,2.0621706255250896,2,0,person,0.6036808490753174
27,2.0621706255250896,3,0,person,0.5968971848487854
27,2.0621706255250896,4,0,person,0.5954303741455078
27,2.0621706255250896,5,0,person,0.5204902291297913
27,2.0621706255250896,6,0,person,0.5088232159614563
27,2.0621706255250896,7,0,person,0.44869154691696167
27,2.0621706255250896,8,0,person,0.44348180294036865
27,2.0621706255250896,9,0,person,0.33782726526260376
27,2.0621706255250896,10,0,person,0.2756704092025757
28,2.1385473153593524,1,0,person,0.8311731219291687
28,2.1385473153593524,2,0,person,0.6036808490753174
28,2.1385473153593524,3,0,person,0.5968971848487854
28,2.1385473153593524,4,0,person,0.5954303741455078
28,2.1385473153593524,5,0,person,0.5204902291297913
28,2.1385473153593524,6,0,person,0.5088232159614563
28,2.1385473153593524,7,0,person,0.44869154691696167
28,2.1385473153593524,8,0,person,0.44348180294036865
28,2.1385473153593524,9,0,person,0.33782726526260376
28,2.1385473153593524,10,0,person,0.2756704092025757
29,2.2149240051936148,1,0,person,0.8310984969139099
29,2.2149240051936148,2,0,person,0.6034652590751648
29,2.2149240051936148,3,0,person,0.5985559821128845
29,2.2149240051936148,4,0,person,0.5954004526138306
29,2.2149240051936148,5,0,person,0.520515501499176
29,2.2149240051936148,6,0,person,0.508859395980835
29,2.2149240051936148,7,0,person,0.4485240578651428
29,2.2149240051936148,8,0,person,0.44411501288414
29,2.2149240051936148,9,0,person,0.3377636969089508
29,2.2149240051936148,10,0,person,0.2755242586135864
30,2.2913006950278776,1,0,person,0.8310984969139099
30,2.2913006950278776,2,0,person,0.6034652590751648
30,2.2913006950278776,3,0,person,0.5985559821128845
30,2.2913006950278776,4,0,person,0.5954004526138306
30,2.2913006950278776,5,0,person,0.520515501499176
30,2.2913006950278776,6,0,person,0.508859395980835
30,2.2913006950278776,7,0,person,0.4485240578651428
30,2.2913006950278776,8,0,person,0.44411501288414
30,2.2913006950278776,9,0,person,0.3377636969089508
30,2.2913006950278776,10,0,person,0.2755242586135864
31,2.36767738486214,1,0,person,0.8310984969139099
31,2.36767738486214,2,0,person,0.6034652590751648
31,2.36767738486214,3,0,person,0.5985559821128845
31,2.36767738486214,4,0,person,0.5954004526138306
31,2.36767738486214,5,0,person,0.520515501499176
31,2.36767738486214,6,0,person,0.508859395980835
31,2.36767738486214,7,0,person,0.4485240578651428
31,2.36767738486214,8,0,person,0.44411501288414
31,2.36767738486214,9,0,person,0.3377636969089508
31,2.36767738486214,10,0,person,0.2755242586135864
32,2.444054074696403,1,0,person,0.8311268091201782
32,2.444054074696403,2,0,person,0.6036830544471741
32,2.444054074696403,3,0,person,0.5990638732910156
32,2.444054074696403,4,0,person,0.5953680276870728
32,2.444054074696403,5,0,person,0.520374596118927
32,2.444054074696403,6,0,person,0.5074681639671326
32,2.444054074696403,7,0,person,0.4485554099082947
32,2.444054074696403,8,0,person,0.44338399171829224
32,2.444054074696403,9,0,person,0.3376489281654358
32,2.444054074696403,10,0,person,0.27556347846984863
33,2.520430764530665,1,0,person,0.8311268091201782
33,2.520430764530665,2,0,person,0.6036830544471741
33,2.520430764530665,3,0,person,0.5990638732910156
33,2.520430764530665,4,0,person,0.5953680276870728
33,2.520430764530665,5,0,person,0.520374596118927
33,2.520430764530665,6,0,person,0.5074681639671326
33,2.520430764530665,7,0,person,0.4485554099082947
33,2.520430764530665,8,0,person,0.44338399171829224
33,2.520430764530665,9,0,person,0.3376489281654358
33,2.520430764530665,10,0,person,0.27556347846984863
34,2.596807454364928,1,0,person,0.8311268091201782
34,2.596807454364928,2,0,person,0.6036830544471741
34,2.596807454364928,3,0,person,0.5990638732910156
34,2.596807454364928,4,0,person,0.5953680276870728
34,2.596807454364928,5,0,person,0.520374596118927
34,2.596807454364928,6,0,person,0.5074681639671326
34,2.596807454364928,7,0,person,0.4485554099082947
34,2.596807454364928,8,0,person,0.44338399171829224
34,2.596807454364928,9,0,person,0.3376489281654358
34,2.596807454364928,10,0,person,0.27556347846984863
35,2.6731841441991904,1,0,person,0.8311265707015991
35,2.6731841441991904,2,0,person,0.6036331057548523
35,2.6731841441991904,3,0,person,0.5986664891242981
35,2.6731841441991904,4,0,person,0.5953681468963623
35,2.6731841441991904,5,0,person,0.520387589931488
35,2.6731841441991904,6,0,person,0.5074637532234192
35,2.6731841441991904,7,0,person,0.44860896468162537
35,2.6731841441991904,8,0,person,0.443439781665802
35,2.6731841441991904,9,0,person,0.33765149116516113
35,2.6731841441991904,10,0,person,0.2755914628505707
36,2.749560834033453,1,0,person,0.8311265707015991
36,2.749560834033453,2,0,person,0.6036331057548523
36,2.749560834033453,3,0,person,0.5986664891242981
36,2.749560834033453,4,0,person,0.5953681468963623
36,2.749560834033453,5,0,person,0.520387589931488
36,2.749560834033453,6,0,person,0.5074637532234192
36,2.749560834033453,7,0,person,0.44860896468162537
36,2.749560834033453,8,0,person,0.443439781665802
36,2.749560834033453,9,0,person,0.33765149116516113
36,2.749560834033453,10,0,person,0.2755914628505707
37,2.8259375238677156,1,0,person,0.8306247591972351
37,2.8259375238677156,2,0,person,0.6018461585044861
37,2.8259375238677156,3,0,person,0.5914962887763977
37,2.8259375238677156,4,0,person,0.5951792001724243
37,2.8259375238677156,5,0,person,0.5206838846206665
37,2.8259375238677156,6,0,person,0.515622615814209
37,2.8259375238677156,7,0,person,0.4514925181865692
37,2.8259375238677156,8,0,person,0.44333454966545105
37,2.8259375238677156,9,0,person,0.3379301130771637
37,2.8259375238677156,10,0,person,0.27470818161964417
38,2.902314213701978,1,0,person,0.7922965288162231
38,2.902314213701978,2,0,person,0.6023449897766113
38,2.902314213701978,3,0,person,0.5654353499412537
38,2.902314213701978,4,0,person,0.5914485454559326
38,2.902314213701978,5,0,person,0.492236852645874
38,2.902314213701978,6,0,person,0.5661324262619019
38,2.902314213701978,7,0,person,0.46809422969818115
38,2.902314213701978,8,0,person,0.4328409433364868
38,2.902314213701978,9,0,person,0.3538311719894409
38,2.902314213701978,10,0,person,0.33883291482925415
39,2.9786909035362408,1,0,person,0.8098995089530945
39,2.9786909035362408,2,0,person,0.6927360892295837
39,2.9786909035362408,3,0,person,0.5909956693649292
39,2.9786909035362408,4,0,person,0.6418092846870422
39,2.9786909035362408,5,0,person,0.35139429569244385
39,2.9786909035362408,6,0,person,0.6849584579467773
39,2.9786909035362408,7,0,person,0.4901147484779358
39,2.9786909035362408,8,0,person,0.4335733950138092
39,2.9786909035362408,9,0,person,0.15163779258728027
39,2.9786909035362408,10,0,person,0.3692471385002136
39,2.9786909035362408,11,0,person,0.36715948581695557
40,3.055067593370503,1,0,person,0.8139045238494873
40,3.055067593370503,2,0,person,0.6718515157699585
40,3.055067593370503,3,0,person,0.6001642942428589
40,3.055067593370503,4,0,person,0.6547170877456665
40,3.055067593370503,5,0,person,0.44416648149490356
40,3.055067593370503,6,0,person,0.7296004891395569
40,3.055067593370503,7,0,person,0.5049086809158325
40,3.055067593370503,8,0,person,0.5493592023849487
40,3.055067593370503,9,0,person,0.15713438391685486
40,3.055067593370503,10,0,person,0.35283130407333374
40,3.055067593370503,11,0,person,0.50504070520401
41,3.131444283204766,1,0,person,0.8168429732322693
41,3.131444283204766,2,0,person,0.6748298406600952
41,3.131444283204766,3,0,person,0.5539553761482239
41,3.131444283204766,4,0,person,0.6428176164627075
41,3.131444283204766,5,0,person,0.39534950256347656
41,3.131444283204766,6,0,person,0.7296290397644043
41,3.131444283204766,7,0,person,0.41492941975593567
41,3.131444283204766,8,0,person,0.6769922375679016
41,3.131444283204766,9,0,person,0.1304682046175003
41,3.131444283204766,10,0,person,0.2643987834453583
41,3.131444283204766,11,0,person,0.42969298362731934
41,3.131444283204766,14,0,person,0.3674412667751312
42,3.2078209730390284,1,0,person,0.8100025057792664
42,3.2078209730390284,2,0,person,0.7212507128715515
42,3.2078209730390284,3,0,person,0.6438412666320801
42,3.2078209730390284,4,0,person,0.44868138432502747
42,3.2078209730390284,5,0,person,0.3035711944103241
42,3.2078209730390284,6,0,person,0.6953323483467102
42,3.2078209730390284,7,0,person,0.432571679353714
42,3.2078209730390284,8,0,person,0.7740025520324707
42,3.2078209730390284,9,0,person,0.14217355847358704
42,3.2078209730390284,10,0,person,0.2767897844314575
42,3.2078209730390284,11,0,person,0.6816319227218628
42,3.2078209730390284,14,0,person,0.2651159465312958
43,3.284197662873291,1,0,person,0.8107934594154358
43,3.284197662873291,2,0,person,0.7180368900299072
43,3.284197662873291,3,0,person,0.772896409034729
43,3.284197662873291,4,0,person,0.631466805934906
43,3.284197662873291,5,0,person,0.36619246006011963
43,3.284197662873291,6,0,person,0.7214130163192749
43,3.284197662873291,7,0,person,0.4799606502056122
43,3.284197662873291,8,0,person,0.7188390493392944
43,3.284197662873291,9,0,person,0.13071882724761963
43,3.284197662873291,10,0,person,0.41013747453689575
43,3.284197662873291,11,0,person,0.6773219108581543
44,3.3605743527075536,1,0,person,0.8208490610122681
44,3.3605743527075536,2,0,person,0.7176389694213867
44,3.3605743527075536,3,0,person,0.7383000254631042
44,3.3605743527075536,4,0,person,0.7904866337776184
44,3.3605743527075536,5,0,person,0.3673223555088043
44,3.3605743527075536,6,0,person,0.6886650323867798
44,3.3605743527075536,7,0,person,0.4039929509162903
44,3.3605743527075536,8,0,person,0.6874762177467346
44,3.3605743527075536,9,0,person,0.10780754685401917
44,3.3605743527075536,10,0,person,0.4631609320640564
44,3.3605743527075536,11,0,person,0.6955544352531433
45,3.4369510425418164,1,0,person,0.8243246674537659
45,3.4369510425418164,2,0,person,0.7148038148880005
45,3.4369510425418164,3,0,person,0.7687681913375854
45,3.4369510425418164,4,0,person,0.741756021976471
45,3.4369510425418164,5,0,person,0.35885557532310486
45,3.4369510425418164,6,0,person,0.5401339530944824
45,3.4369510425418164,7,0,person,0.4133357107639313
45,3.4369510425418164,8,0,person,0.7051233649253845
45,3.4369510425418164,10,0,person,0.49827292561531067
45,3.4369510425418164,11,0,person,0.6506379842758179
45,3.4369510425418164,17,0,person,0.41640645265579224
46,3.5133277323760788,1,0,person,0.765907347202301
46,3.5133277323760788,2,0,person,0.6957281231880188
46,3.5133277323760788,3,0,person,0.5470895767211914
46,3.5133277323760788,4,0,person,0.5248346924781799
46,3.5133277323760788,5,0,person,0.3544834852218628
46,3.5133277323760788,6,0,person,0.8259994983673096
46,3.5133277323760788,7,0,person,0.34305474162101746
46,3.5133277323760788,8,0,person,0.6706492304801941
46,3.5133277323760788,10,0,person,0.4461604952812195
46,3.5133277323760788,11,0,person,0.6161508560180664
46,3.5133277323760788,18,0,person,0.42901501059532166
47,3.5897044222103416,1,0,person,0.7511283159255981
47,3.5897044222103416,2,0,person,0.6931557059288025
47,3.5897044222103416,3,0,person,0.4957515001296997
47,3.5897044222103416,4,0,person,0.6442664265632629
47,3.5897044222103416,5,0,person,0.33008673787117004
47,3.5897044222103416,6,0,person,0.7452926635742188
47,3.5897044222103416,7,0,person,0.36848360300064087
47,3.5897044222103416,8,0,person,0.6522167325019836
47,3.5897044222103416,10,0,person,0.4330962896347046
47,3.5897044222103416,11,0,person,0.6355422735214233
47,3.5897044222103416,18,0,person,0.4125177562236786
47,3.5897044222103416,19,0,person,0.45118600130081177
48,3.666081112044604,1,0,person,0.7854630351066589
48,3.666081112044604,2,0,person,0.7073506116867065
48,3.666081112044604,3,0,person,0.7511472105979919
48,3.666081112044604,4,0,person,0.5103804469108582
48,3.666081112044604,5,0,person,0.18569542467594147
48,3.666081112044604,6,0,person,0.8476381897926331
48,3.666081112044604,7,0,person,0.21122466027736664
48,3.666081112044604,8,0,person,0.632560133934021
48,3.666081112044604,10,0,person,0.4145594835281372
48,3.666081112044604,11,0,person,0.5708988308906555
48,3.666081112044604,18,0,person,0.33433598279953003
48,3.666081112044604,19,0,person,0.5532030463218689
49,3.742457801878867,1,0,person,0.554375171661377
49,3.742457801878867,2,0,person,0.6939297914505005
49,3.742457801878867,3,0,person,0.7266391515731812
49,3.742457801878867,4,0,person,0.7603941559791565
49,3.742457801878867,5,0,person,0.14558082818984985
49,3.742457801878867,6,0,person,0.8237777352333069
49,3.742457801878867,8,0,person,0.5496010780334473
49,3.742457801878867,10,0,person,0.4290446937084198
49,3.742457801878867,11,0,person,0.48946917057037354
49,3.742457801878867,18,0,person,0.39860406517982483
49,3.742457801878867,19,0,person,0.5610683560371399
50,3.818834491713129,1,0,person,0.7887330055236816
50,3.818834491713129,2,0,person,0.6859734058380127
50,3.818834491713129,3,0,person,0.7011764645576477
50,3.818834491713129,4,0,person,0.5939638614654541
50,3.818834491713129,5,0,person,0.18369656801223755
50,3.818834491713129,6,0,person,0.8382869958877563
50,3.818834491713129,8,0,person,0.49817466735839844
50,3.818834491713129,10,0,person,0.34729182720184326
50,3.818834491713129,11,0,person,0.4652734696865082
50,3.818834491713129,18,0,person,0.4047231674194336
50,3.818834491713129,19,0,person,0.6052421927452087
51,3.8952111815473915,1,0,person,0.7885065078735352
51,3.8952111815473915,2,0,person,0.693547785282135
51,3.8952111815473915,3,0,person,0.7015143036842346
51,3.8952111815473915,4,0,person,0.704777717590332
51,3.8952111815473915,6,0,person,0.8298634886741638
51,3.8952111815473915,8,0,person,0.13465102016925812
51,3.8952111815473915,10,0,person,0.3322041928768158
51,3.8952111815473915,11,0,person,0.46996456384658813
51,3.8952111815473915,18,0,person,0.467413991689682
51,3.8952111815473915,19,0,person,0.590481162071228
51,3.8952111815473915,21,0,person,0.536648690700531
52,3.9715878713816544,1,0,person,0.7722101807594299
52,3.9715878713816544,2,0,person,0.6891418695449829
52,3.9715878713816544,3,0,person,0.714386522769928
52,3.9715878713816544,4,0,person,0.6046423316001892
52,3.9715878713816544,6,0,person,0.6669350266456604
52,3.9715878713816544,8,0,person,0.7051060199737549
52,3.9715878713816544,10,0,person,0.3288433849811554
52,3.9715878713816544,11,0,person,0.37224453687667847
52,3.9715878713816544,18,0,person,0.31027951836586
